SKOD,StokSekli,Tanim,BEDKod,StokTip,Birim,Takim,GRUPKOD,CinsKod,KARTTAR,KritikSeviye,OptimalSeviye,UreticiKodu,UMarka,SResim,KDVOran,Temin,Reyon,EanCode,OzKod1,OzKod2,OzKod3,OzKod4,OzKod5,Carpan,OTVCheck,BGrup_Kod,KGrupKod,insUN,insDT,updUN,updDT,Lotlu,Serili,OzKod6,OzKod7,OzKod8,OzKod9,OzKod10,FuarKod,OTVOran,Pasif,OzKod11,OzKod12,OzKod13,OzKod14,OzKod15,OzKod16,OzKod17,OzKod18,OzKod19,OzKod20,GTip,ModelAcma,Notu,ToleransKS,CanRezerv,SatinalmaMlyt,StokTutmaMlyt,MrpType,VERA_KISIM_ID,mrptedariktipi,OzKod21,OzKod22,OzKod23,OzKod24,OzKod25,OzKod26,OzKod27,OzKod28,OzKod29,OzKod30,OzKod31,OzKod32,OzKod33,OzKod34,OzKod35,OzKod36,OzKod37,OzKod38,OzKod39,OzKod40,OzKod41,OzKod42,OzKod43,OzKod44,OzKod45,OzKod46,OzKod47,OzKod48,OzKod49,OzKod50,kgid,insApp,updApp
LNRCN209,M,Riccon Erkek Sneaker 0012209,MR,Sneaker,Çift,,010,E,2022-10-07 00:00:00,0E-10,0E-10,001,Riccon,C:\Resim\LNRCN2090340-1.jpg,10.0000000000,2023-10-17 12:46:11.243000,,,Riccon,,Yetişkin,,Sneaker,0E-10,,,,Zeki,2024-07-08 09:41:19.697000,Zeki,2024-07-08 09:41:19.697000, , ,,,Erkek Sneaker,Türkiye,E,,0E-10,,"3,5 cm",3 cm,,,,1,,,,,, ,"Topuk yüksekliği;3,5 cm----Burun yüksekliği:3 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu spor ayakkabılar konfor ve stil için üretildi. Hafif ama dayanıklı bir malzeme karışımından üretilen Riccon erkek spor ayakkabı, ister günlük işlerinizi yaparken ister şehirde gezerken tüm gün destek sunar. Yastıklı iç taban ve dolgulu yaka yorgunluğu azaltmak için ayağınızı sararken, esnek dış taban her adımda şoku emer.İster şehrin sokaklarında geziniyor ister spor salonuna gidiyor olun, Riccon sneaker günlük görünümünüzü yükselten konfor, destek ve çok yönlü stil vaatlerini yerine getirmeyi vaat ediyor.Riccon sneaker bunu destekleyici ve atletik bir tarzda yapmanızı sağlar. Çok yönlü tasarım, ruh halinize uyacak şekilde jogger, jean ve chino pantolonlarla eşleşirken, sade renk seçenekleri ve minimal ayrıntılar kişiliğinizin parlamasını sağlar. Bu rahat ve havalı spor ayakkabıları giyin, kaldırıma çıkın ve şehri fethedin - her seferinde bir adım, mükemmel adımlarla.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,
LNRCN219,M,Riccon Unisex Sneaker 0012219,UNI,Sneaker,Çift,,010,X,2022-10-07 00:00:00,0E-10,0E-10,001,Riccon,C:\Resim\LNRCN2190340-1.jpg,10.0000000000,2023-10-17 12:46:11.247000,,,Riccon,EM,Yetişkin,,Sneaker,0E-10,,,,Zeki,2024-07-08 09:41:10.997000,Zeki,2024-07-08 09:41:10.997000, , ,,,,Türkiye,E,,0E-10,,"2,5 cm","1,5 cm",,,,1,,,,,, ,"Topuk yüksekliği;2,5 cm----Burun yüksekliği:1,5 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Sade ve şık bu spor ayakkabılar, rahatlık ve gösterişin bir arada olabileceğini kanıtlıyor. Vegan deriden üretilen ve gün boyu kullanım için tasarlanan bu ayakkabılar, ayaklarınızın şafaktan gün batımına kadar ferah hissetmesi için ortopedik iç tabana ve kokuyla mücadele eden astara sahiptir. Kaliteli malzemeler ve özenli yapı, bu ayakkabıların her türlü maceraya dayanacak şekilde üretildiği anlamına gelir. Ofis veya dış mekan için eşit derecede uygun olan minimalist profili, her türlü kombini tamamlar. Gününüz durmaksızın hareket gerektirdiğinde, bu spor ayakkabılar destek ve yedek stil ile ayak uydurur. Vegan derinin bu kadar çok yönlü görünebileceğini ve bu kadar rahat hissettirebileceğini kim bilebilirdi? Tüm spor ayakkabılar eşit yaratılmamıştır, ancak bunlar stilden bir gram bile ödün vermeden maksimum konfor ve uzun ömürlülük için üretildi. Ayaklarınız size teşekkür edecek ve iltifatların ardı arkası kesilmeyecek. Sade, şık, rahat; bir spor ayakkabıdan daha ne isteyebilirsiniz ki?",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,
LNRCN232,M,Riccon Erkek Casual Ayakkabı 0012232,MR,Casual,Çift,,003,E,2022-10-07 00:00:00,0E-10,0E-10,001,Riccon,C:\Resim\LNRCN2320640-1.jpg,10.0000000000,2023-05-16 14:48:48.520000,,,Riccon,,Yetişkin,,Casual,0E-10,,,,Zeki,2024-07-08 09:41:19.767000,Zeki,2024-07-08 09:41:19.767000, , ,,,Erkek Casual,Türkiye,E,,0E-10,,3 cm,"1,8 cm",,,,1,,,,,, ,"Topuk yüksekliği;3 cm----Burun yüksekliği:1,8 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu Riccon günlük ayakkabılar konfor, stil ve çok yönlülüğü karşı konulmaz tek bir pakette harmanlıyor. Şık bir siluete ve zarif detaylara sahip olan bu ayakkabılar, ister ofise gidiyor olun ister gezintiye çıkmış olun, her kıyafete rahat bir şıklık katar. Yumuşak vegan deri giydiğiniz andan itibaren anında rahat bir uyum için ayağınıza uyum sağlarken, yastıklı iç taban ve hafif taban tüm gün destek ve yastıklama sağlar. Günlük kullanım için tasarlanan bu ayakkabılar, her profesyonelin gardırobunun vazgeçilmez bir parçasıdır; bir araya getirilmiş ancak zahmetsiz bir görünüm için pantolon, kot pantolon veya hakilerle mükemmel bir şekilde eşleşir. Bu ayakkabıları giyin ve konfor, destek ve stilin nasıl mükemmel bir uyum içinde bir araya gelebileceğini keşfedin.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,
LNRCN263,M,Riccon Erkek Sneaker 0012263,MR,Sneaker,Çift,,010,E,2022-10-07 00:00:00,0E-10,0E-10,001,Riccon,C:\Resim\LNRCN2630240-1.jpg,10.0000000000,2023-10-17 12:46:11.247000,,,Riccon,EM,Yetişkin,,Sneaker,0E-10,,,,Zeki,2023-10-17 12:46:13.870000,sa,2023-11-27 19:32:27.453000, , ,,,Erkek Sneaker,Türkiye,E,,0E-10,,,,,,,,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu spor ayakkabılar konfor ve stil için üretildi. Hafif ama dayanıklı bir malzeme karışımından üretilen Riccon erkek spor ayakkabı, ister günlük işlerinizi yaparken ister şehirde gezerken tüm gün destek sunar. Yastıklı iç taban ve dolgulu yaka yorgunluğu azaltmak için ayağınızı sararken, esnek dış taban her adımda şoku emer.İster şehrin sokaklarında geziniyor ister spor salonuna gidiyor olun, Riccon sneaker günlük görünümünüzü yükselten konfor, destek ve çok yönlü stil vaatlerini yerine getirmeyi vaat ediyor.Riccon sneaker bunu destekleyici ve atletik bir tarzda yapmanızı sağlar. Çok yönlü tasarım, ruh halinize uyacak şekilde jogger, jean ve chino pantolonlarla eşleşirken, sade renk seçenekleri ve minimal ayrıntılar kişiliğinizin parlamasını sağlar. Bu rahat ve havalı spor ayakkabıları giyin, kaldırıma çıkın ve şehri fethedin - her seferinde bir adım, mükemmel adımlarla.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,
LNRCN347,M,Riccon Erkek Bot 0012347,MR,Bot & Bootie,Çift,,002,E,2022-10-07 00:00:00,0E-10,0E-10,001,Riccon,C:\Resim\LNRCN3470140-1.jpg,10.0000000000,2023-05-16 14:48:48.523000,,,Riccon,EM,Yetişkin,,Bot & Bootie,0E-10,,,,Zeki,2024-07-08 09:41:02.040000,Zeki,2024-07-08 09:41:02.040000, , ,,,Erkek Bot & Bootie,Türkiye,E,,0E-10,,"3,2 cm",2 cm,,,,1,,,,,, ,"Topuk yüksekliği;3,2 cm----Burun yüksekliği:2 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Riccon'un bu sağlam erkek botları günlük konfor ve kalıcı stil için üretilmiştir. Zamana meydan okuyan dayanıklı vegan deri yapısıyla ister ofise giderken ister yürüyüşe çıkarken ayaklarınızı sıcak tutar ve korur. Yastıklı ayak tabanı, gün boyu destek için benzersiz adımınıza uyum sağlarken, birinci sınıf dikişler her adımda adımda kalmalarını sağlar. Sıkıcı ve sıradan günleri maceraya dönüştürmek için ayağınıza geçirmeniz yeterli.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,
LNRCN350,M,Riccon Ultra Hafif Erkek Sneaker Bot 0012350,MR,Bot & Bootie,Çift,,002,E,2022-10-07 00:00:00,0E-10,0E-10,001,Riccon,C:\Resim\LNRCN3500140-1.jpg,10.0000000000,2023-05-16 14:48:48.527000,,,Riccon,EM,Yetişkin,,Bot & Bootie,0E-10,,,,Zeki,2024-07-08 09:41:02.147000,Zeki,2024-07-08 09:41:02.147000, , ,,,Erkek Bot & Bootie,Türkiye,E,,0E-10,,"3,3 cm",1 cm,,,,1,,,,,, ,"Topuk yüksekliği;3,3 cm----Burun yüksekliği:1 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Riccon'un bu sağlam erkek botları günlük konfor ve kalıcı stil için üretilmiştir. Zamana meydan okuyan dayanıklı vegan deri yapısıyla ister ofise giderken ister yürüyüşe çıkarken ayaklarınızı sıcak tutar ve korur. Yastıklı ayak tabanı, gün boyu destek için benzersiz adımınıza uyum sağlarken, birinci sınıf dikişler her adımda adımda kalmalarını sağlar. Sıkıcı ve sıradan günleri maceraya dönüştürmek için ayağınıza geçirmeniz yeterli.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,
LNRCN364,M,Riccon Erkek Sneaker 0012364,MR,Sneaker,Çift,,010,E,2023-03-16 00:00:00,0E-10,0E-10,001,Riccon,,10.0000000000,2023-10-17 12:46:11.250000,,,,,,,Casual,0E-10,,,,Zeki,2024-07-08 09:41:29.557000,Zeki,2024-07-08 09:41:29.557000, , ,,,Erkek Sneaker,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu spor ayakkabılar konfor ve stil için üretildi. Hafif ama dayanıklı bir malzeme karışımından üretilen Riccon erkek spor ayakkabı, ister günlük işlerinizi yaparken ister şehirde gezerken tüm gün destek sunar. Yastıklı iç taban ve dolgulu yaka yorgunluğu azaltmak için ayağınızı sararken, esnek dış taban her adımda şoku emer.İster şehrin sokaklarında geziniyor ister spor salonuna gidiyor olun, Riccon sneaker günlük görünümünüzü yükselten konfor, destek ve çok yönlü stil vaatlerini yerine getirmeyi vaat ediyor.Riccon sneaker bunu destekleyici ve atletik bir tarzda yapmanızı sağlar. Çok yönlü tasarım, ruh halinize uyacak şekilde jogger, jean ve chino pantolonlarla eşleşirken, sade renk seçenekleri ve minimal ayrıntılar kişiliğinizin parlamasını sağlar. Bu rahat ve havalı spor ayakkabıları giyin, kaldırıma çıkın ve şehri fethedin - her seferinde bir adım, mükemmel adımlarla.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,
LNRCN366,M,Riccon Erkek Sneaker 0012366,MR,Sneaker,Çift,,010,E,2022-10-07 00:00:00,0E-10,0E-10,001,Riccon,C:\Resim\LNRCN3660140-1.jpg,10.0000000000,2023-10-17 12:46:11.253000,,,Riccon,EM,Yetişkin,,Sneaker,0E-10,,,,Zeki,2024-07-08 09:41:47.410000,Zeki,2024-07-08 09:41:47.410000, , ,,,Erkek Sneaker,Türkiye,E,,0E-10,,"4,5 cm",3 cm,,,,1,,,,,, ,"Topuk yüksekliği;4,5 cm----Burun yüksekliği:3 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu spor ayakkabılar konfor ve stil için üretildi. Hafif ama dayanıklı bir malzeme karışımından üretilen Riccon erkek spor ayakkabı, ister günlük işlerinizi yaparken ister şehirde gezerken tüm gün destek sunar. Yastıklı iç taban ve dolgulu yaka yorgunluğu azaltmak için ayağınızı sararken, esnek dış taban her adımda şoku emer.İster şehrin sokaklarında geziniyor ister spor salonuna gidiyor olun, Riccon sneaker günlük görünümünüzü yükselten konfor, destek ve çok yönlü stil vaatlerini yerine getirmeyi vaat ediyor.Riccon sneaker bunu destekleyici ve atletik bir tarzda yapmanızı sağlar. Çok yönlü tasarım, ruh halinize uyacak şekilde jogger, jean ve chino pantolonlarla eşleşirken, sade renk seçenekleri ve minimal ayrıntılar kişiliğinizin parlamasını sağlar. Bu rahat ve havalı spor ayakkabıları giyin, kaldırıma çıkın ve şehri fethedin - her seferinde bir adım, mükemmel adımlarla.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,
LNRCN369,M,Riccon Raptor Erkek Bot 0012369,MR,Bot & Bootie,Çift,,002,E,2022-10-07 00:00:00,0E-10,0E-10,001,Riccon,C:\Resim\LNRCN3690140-1.jpg,10.0000000000,2023-05-16 14:48:48.533000,,,Riccon,,Yetişkin,,Bot & Bootie,0E-10,,,,Zeki,2024-07-08 09:41:01.897000,Zeki,2024-07-08 09:41:01.897000, , ,,,Erkek Bot & Bootie,Türkiye,E,,0E-10,,"3,5 cm",2 cm,,,,1,,,,,, ,"Topuk yüksekliği;3,5 cm----Burun yüksekliği:2 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Riccon'un bu sağlam erkek botları günlük konfor ve kalıcı stil için üretilmiştir. Zamana meydan okuyan dayanıklı vegan deri yapısıyla ister ofise giderken ister yürüyüşe çıkarken ayaklarınızı sıcak tutar ve korur. Yastıklı ayak tabanı, gün boyu destek için benzersiz adımınıza uyum sağlarken, birinci sınıf dikişler her adımda adımda kalmalarını sağlar. Sıkıcı ve sıradan günleri maceraya dönüştürmek için ayağınıza geçirmeniz yeterli.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,
LNRCN373,M,Riccon Erkek Sneaker Bot 0012373,MR,Bot & Bootie,Çift,,002,E,2022-10-07 00:00:00,0E-10,0E-10,001,Riccon,C:\Resim\LNRCN3730140-1.jpg,10.0000000000,2023-05-16 14:48:48.537000,,,Riccon,EM,Yetişkin,,Bot & Bootie,0E-10,,,,Zeki,2024-07-08 09:41:19.537000,Zeki,2024-07-08 09:41:19.537000, , ,,,Erkek Bot & Bootie,Türkiye,E,,0E-10,,4 cm,"2,7 cm",,,,1,,,,,, ,"Topuk yüksekliği;4 cm----Burun yüksekliği:2,7 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Riccon'un bu sağlam erkek botları günlük konfor ve kalıcı stil için üretilmiştir. Zamana meydan okuyan dayanıklı vegan deri yapısıyla ister ofise giderken ister yürüyüşe çıkarken ayaklarınızı sıcak tutar ve korur. Yastıklı ayak tabanı, gün boyu destek için benzersiz adımınıza uyum sağlarken, birinci sınıf dikişler her adımda adımda kalmalarını sağlar. Sıkıcı ve sıradan günleri maceraya dönüştürmek için ayağınıza geçirmeniz yeterli.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,
LNRCN383,M,Riccon Unisex Sneaker Bot 0012383,UNI,Bot & Bootie,Çift,U,002,X,2022-10-07 00:00:00,0E-10,0E-10,001,Riccon,C:\Resim\LNRCN3830140-1.jpg,10.0000000000,2024-09-02 00:00:00,,,Riccon,EM,Yetişkin,,Bot & Bootie,0E-10,,,,Zeki,2024-07-08 09:41:01.577000,Zeki,2024-09-02 19:19:51.330000, , ,,,Erkek Bot & Bootie,Türkiye,E,,0E-10,,3 cm,2 cm,,,,1,,,,E,, ,"Topuk yüksekliği;3 cm----Burun yüksekliği:2 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu botlar yürümek için üretildi ve tam da bunu yapacaklar. Riccon'un vegan deri kışlık botları tarzınızdan ödün vermeden ayaklarınızı rahat tutar. Dayanıklı ve esnek suni deri saya, ayak parmaklarınızı sıcak tutmak için kokusuz bir kumaşla astarlanırken, ortopedik iç taban her adımı yastıklar. İster şehirde geziniyor ister karda yürüyüş yapıyor olun, bu botlar ekstra yol kat edebilmeniz için konfor ve destek sağlar. Türkiye de üretilen bu botlar, hissettirdikleri kadar iyi görünüyor.Yerli ve kaliteli işçiliği modern, çevre dostu malzemelerle birleştiriyor. Kış sizi nereye götürürse götürsün, bu botlar şık bir şekilde yürümenizi sağlayacaktır.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,KGShop
LNRCN397,M,Riccon Erkek Casual Ayakkabı 0012397,MR,Casual,Çift,,003,E,2023-03-16 00:00:00,0E-10,0E-10,001,Riccon,,10.0000000000,2023-05-16 14:48:48.543000,,,,,,,Casual,0E-10,,,,Zeki,2024-07-08 09:41:19.497000,Zeki,2024-07-08 09:41:19.497000, , ,,,Erkek Casual,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu Riccon günlük ayakkabılar konfor, stil ve çok yönlülüğü karşı konulmaz tek bir pakette harmanlıyor. Şık bir siluete ve zarif detaylara sahip olan bu ayakkabılar, ister ofise gidiyor olun ister gezintiye çıkmış olun, her kıyafete rahat bir şıklık katar. Yumuşak vegan deri giydiğiniz andan itibaren anında rahat bir uyum için ayağınıza uyum sağlarken, yastıklı iç taban ve hafif taban tüm gün destek ve yastıklama sağlar. Günlük kullanım için tasarlanan bu ayakkabılar, her profesyonelin gardırobunun vazgeçilmez bir parçasıdır; bir araya getirilmiş ancak zahmetsiz bir görünüm için pantolon, kot pantolon veya hakilerle mükemmel bir şekilde eşleşir. Bu ayakkabıları giyin ve konfor, destek ve stilin nasıl mükemmel bir uyum içinde bir araya gelebileceğini keşfedin.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,
LNRCN403,M,Riccon Erkek Bot 0012403,MR,Bot & Bootie,Çift,,002,E,2022-10-07 00:00:00,0E-10,0E-10,001,Riccon,C:\Resim\RCN_9883 copy.jpg,10.0000000000,2023-05-16 14:48:48.543000,,,Riccon,,Yetişkin,,Bot & Bootie,0E-10,,,,Zeki,2024-01-22 19:30:18.280000,Zeki,2024-01-22 19:30:18.280000, , ,,,Erkek Bot & Bootie,Türkiye,E,,0E-10,,"3,5 cm","2,5 cm",,,,1,,,,,, ,"Topuk yüksekliği;3,5 cm----Burun yüksekliği:2,5 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Riccon'un bu sağlam erkek botları günlük konfor ve kalıcı stil için üretilmiştir. Zamana meydan okuyan dayanıklı vegan deri yapısıyla ister ofise giderken ister yürüyüşe çıkarken ayaklarınızı sıcak tutar ve korur. Yastıklı ayak tabanı, gün boyu destek için benzersiz adımınıza uyum sağlarken, birinci sınıf dikişler her adımda adımda kalmalarını sağlar. Sıkıcı ve sıradan günleri maceraya dönüştürmek için ayağınıza geçirmeniz yeterli.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,
LNRCN404,M,Riccon Qhedalvi Erkek Sneaker 0012404,MR,Sneaker,Çift,U,010,E,2024-09-23 00:00:00,0E-10,0E-10,CNT,Riccon,,10.0000000000,2024-10-08 00:00:00,,,,,,,Sneaker,0E-10,,,,MUAZ,2024-09-23 17:07:02.500000,Zeki,2024-10-08 10:41:23.677000, , ,,,,Türkiye,E,,0E-10,,,,,,,,,,,,, ,,0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233,KGShop,KGShop
LNRCN420,M,Riccon Erkek Sneaker 0012420,MR,Sneaker,Çift,,010,E,2022-10-07 00:00:00,0E-10,0E-10,001,Riccon,C:\Resim\LNRCN4200140-1.jpg,10.0000000000,2023-10-17 12:46:11.257000,,,Riccon,EM,Yetişkin,,Sneaker,0E-10,,,,Zeki,2024-07-08 09:41:30.087000,Zeki,2024-07-08 09:41:30.087000, , ,,,Erkek Sneaker,Türkiye,E,,0E-10,,4 cm,1 cm,,,,1,,,,,, ,"Topuk yüksekliği;4 cm----Burun yüksekliği:1 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu spor ayakkabılar konfor ve stil için üretildi. Hafif ama dayanıklı bir malzeme karışımından üretilen Riccon erkek spor ayakkabı, ister günlük işlerinizi yaparken ister şehirde gezerken tüm gün destek sunar. Yastıklı iç taban ve dolgulu yaka yorgunluğu azaltmak için ayağınızı sararken, esnek dış taban her adımda şoku emer.İster şehrin sokaklarında geziniyor ister spor salonuna gidiyor olun, Riccon sneaker günlük görünümünüzü yükselten konfor, destek ve çok yönlü stil vaatlerini yerine getirmeyi vaat ediyor.Riccon sneaker bunu destekleyici ve atletik bir tarzda yapmanızı sağlar. Çok yönlü tasarım, ruh halinize uyacak şekilde jogger, jean ve chino pantolonlarla eşleşirken, sade renk seçenekleri ve minimal ayrıntılar kişiliğinizin parlamasını sağlar. Bu rahat ve havalı spor ayakkabıları giyin, kaldırıma çıkın ve şehri fethedin - her seferinde bir adım, mükemmel adımlarla.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,
LNRCN421,M,Riccon Erkek Casual Ayakkabı 0012421,MR,Casual,Çift,,003,E,2023-05-11 00:00:00,0E-10,0E-10,001,Riccon,,10.0000000000,2023-07-25 00:00:00,,,,,Yetişkin,,Casual,0E-10,,,,Zeki,2023-06-21 17:42:26.827000,sa,2023-11-27 19:32:27.453000, , ,,,Erkek Casual,Türkiye,E,,0E-10,,,,,,,,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu Riccon günlük ayakkabılar konfor, stil ve çok yönlülüğü karşı konulmaz tek bir pakette harmanlıyor. Şık bir siluete ve zarif detaylara sahip olan bu ayakkabılar, ister ofise gidiyor olun ister gezintiye çıkmış olun, her kıyafete rahat bir şıklık katar. Yumuşak vegan deri giydiğiniz andan itibaren anında rahat bir uyum için ayağınıza uyum sağlarken, yastıklı iç taban ve hafif taban tüm gün destek ve yastıklama sağlar. Günlük kullanım için tasarlanan bu ayakkabılar, her profesyonelin gardırobunun vazgeçilmez bir parçasıdır; bir araya getirilmiş ancak zahmetsiz bir görünüm için pantolon, kot pantolon veya hakilerle mükemmel bir şekilde eşleşir. Bu ayakkabıları giyin ve konfor, destek ve stilin nasıl mükemmel bir uyum içinde bir araya gelebileceğini keşfedin.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,
LNRCN422,M,Riccon Erkek Sneaker 0012422,MR,Sneaker,Çift,,010,E,2023-07-20 00:00:00,0E-10,0E-10,001,Riccon,,10.0000000000,2023-10-17 12:46:11.260000,,,,,,,Sneaker,0E-10,,,,Zeki,2024-07-08 09:41:37.967000,Zeki,2024-07-08 09:41:37.967000, , ,,,Erkek Sneaker,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu spor ayakkabılar konfor ve stil için üretildi. Hafif ama dayanıklı bir malzeme karışımından üretilen Riccon erkek spor ayakkabı, ister günlük işlerinizi yaparken ister şehirde gezerken tüm gün destek sunar. Yastıklı iç taban ve dolgulu yaka yorgunluğu azaltmak için ayağınızı sararken, esnek dış taban her adımda şoku emer.İster şehrin sokaklarında geziniyor ister spor salonuna gidiyor olun, Riccon sneaker günlük görünümünüzü yükselten konfor, destek ve çok yönlü stil vaatlerini yerine getirmeyi vaat ediyor.Riccon sneaker bunu destekleyici ve atletik bir tarzda yapmanızı sağlar. Çok yönlü tasarım, ruh halinize uyacak şekilde jogger, jean ve chino pantolonlarla eşleşirken, sade renk seçenekleri ve minimal ayrıntılar kişiliğinizin parlamasını sağlar. Bu rahat ve havalı spor ayakkabıları giyin, kaldırıma çıkın ve şehri fethedin - her seferinde bir adım, mükemmel adımlarla.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,
LNRCN425,M,Riccon Erkek Casual Ayakkabı 0012425,MR,Casual,Çift,,003,E,2023-03-16 00:00:00,0E-10,0E-10,001,Riccon,,10.0000000000,2023-05-16 14:48:48.550000,,,,,,,Casual,0E-10,,,,Zeki,2024-07-08 09:41:38.397000,Zeki,2024-07-08 09:41:38.397000, , ,,,Erkek Casual,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu Riccon günlük ayakkabılar konfor, stil ve çok yönlülüğü karşı konulmaz tek bir pakette harmanlıyor. Şık bir siluete ve zarif detaylara sahip olan bu ayakkabılar, ister ofise gidiyor olun ister gezintiye çıkmış olun, her kıyafete rahat bir şıklık katar. Yumuşak vegan deri giydiğiniz andan itibaren anında rahat bir uyum için ayağınıza uyum sağlarken, yastıklı iç taban ve hafif taban tüm gün destek ve yastıklama sağlar. Günlük kullanım için tasarlanan bu ayakkabılar, her profesyonelin gardırobunun vazgeçilmez bir parçasıdır; bir araya getirilmiş ancak zahmetsiz bir görünüm için pantolon, kot pantolon veya hakilerle mükemmel bir şekilde eşleşir. Bu ayakkabıları giyin ve konfor, destek ve stilin nasıl mükemmel bir uyum içinde bir araya gelebileceğini keşfedin.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,
